32
89.706735,60.28248
1.975458,11.229687
73.681451,35.807354
76.524591,13.048553
49.174915,72.607929
7.342519,63.440321
90.877554,57.072839
0.654916,29.981757
74.046376,80.369473
99.952345,83.151492
10.190347,50.372167
76.012577,78.499027
69.669918,88.55069
27.278446,90.131051
35.896943,96.54434
16.689498,65.297867
12.363604,77.200284
48.392852,49.178923
6.330333,25.138884
98.091914,22.309134
40.605047,37.208011
21.69101,91.361647
89.303831,0.153508
7.391935,17.451454
24.165626,89.10851
4.257548,99.562533
6.225399,49.253397
79.018881,90.267635
80.294554,58.939757
2.766013,69.330421
27.536642,89.236468
74.441711,13.521999
