512
88.974599,40.706835
55.781367,89.087907
13.579218,7.61323
41.369507,91.341349
11.032612,82.610514
18.985303,55.341555
53.126528,60.845045
89.233465,17.657403
88.220276,62.544392
8.873794,63.29587
53.692622,65.130145
83.832426,95.166667
58.282093,40.325395
56.678642,42.485255
68.677357,38.106866
26.99971,6.494859
63.854209,38.580659
34.498946,62.699365
56.537138,92.531856
79.793578,75.026911
54.703105,61.594059
44.882978,86.87847
31.849076,15.588314
34.163277,72.744112
51.606295,11.40393
58.481835,86.160757
97.032221,32.789948
32.551046,60.066222
40.986174,10.049841
81.688422,38.910004
34.932473,20.871151
3.681079,96.27342
1.067774,61.389806
59.989676,32.411867
23.855747,80.740191
15.717011,84.928036
10.550072,39.340117
50.336602,86.079785
24.967012,47.179964
58.638575,80.54029
98.44926,42.576865
25.571461,49.797941
66.310725,32.987356
68.436833,43.422198
1.695415,16.147071
12.3957,17.345481
5.634059,62.867551
87.781277,45.855835
83.559363,35.604225
90.462622,66.615306
70.01579,20.07091
61.590389,42.645765
74.384166,17.117334
80.170932,56.926296
52.037052,63.719198
37.106378,69.237129
72.982011,9.355585
33.773691,88.851051
30.395618,91.747793
84.943835,18.143829
27.383418,68.091039
59.346857,16.940023
95.203863,73.59246
67.836148,13.389136
67.096356,32.301477
51.406199,51.950246
6.862559,65.446251
39.939576,79.558956
74.77201,88.333595
64.55559,0.390182
75.505626,56.912424
82.135891,69.050365
60.751231,73.133163
63.487694,73.503918
95.179259,46.598118
70.195999,97.348133
91.500525,3.974744
99.300795,75.626943
79.929299,47.431079
76.878353,5.405843
16.4206,70.92885
31.635119,74.522733
82.478409,43.857587
88.216977,51.84726
10.836101,89.514707
79.711794,84.312929
14.110574,3.917675
73.859341,60.166865
41.755822,19.383513
81.520162,10.364699
11.575489,2.044144
40.224743,27.264384
47.209248,83.421453
73.701975,70.252292
53.757725,17.718737
25.740408,7.156573
83.423789,15.528881
27.605816,23.058511
86.280941,97.644571
17.154232,65.747313
91.90702,22.644483
0.133459,98.31692
43.043931,58.20889
61.731143,68.192405
80.830817,11.662161
16.344163,99.600044
70.217373,30.862509
96.282264,12.692298
39.454514,72.887526
60.981668,83.060767
73.384555,20.847681
96.7331,44.663286
34.510921,92.151238
48.52783,67.362438
13.893308,84.616778
77.482886,62.529558
1.983076,18.909545
49.015268,83.055084
5.089096,99.472292
24.404064,18.83501
67.083612,14.166225
18.929336,39.189054
89.157538,16.578484
32.761852,48.670074
77.912447,85.69855
4.359663,95.978143
2.810844,75.791087
31.483812,63.049815
13.838859,61.542255
32.254563,32.20273
74.534579,11.31031
36.07564,8.380203
39.479313,76.825434
16.646698,4.309914
44.488508,49.857606
20.971176,89.613707
43.710353,97.667139
59.270546,75.111286
16.785238,33.89226
63.178651,31.354359
0.810655,67.679543
23.195394,81.934624
29.820313,65.70311
32.94542,3.221724
41.799662,43.450713
96.823395,52.75754
59.22956,61.069689
20.277611,75.261141
46.081505,51.792568
98.018075,91.254388
30.439512,94.280435
49.260641,66.127604
70.030385,51.455349
95.250474,35.462247
35.433611,94.419398
94.017849,37.583137
26.813836,14.236288
71.17617,37.852576
93.403852,95.396848
57.327491,57.628176
86.374317,98.4463
64.39311,43.48922
40.337752,38.585954
77.558907,43.299836
50.438145,55.351287
2.724848,28.5639
47.897446,87.954446
97.185885,24.117823
6.387607,18.056349
35.411746,63.453702
10.740416,12.16867
13.07702,9.645715
36.484318,10.462753
44.692331,51.281817
27.890074,7.558297
95.172639,72.807777
55.461255,75.835059
75.904977,17.650862
13.492139,25.977985
66.081914,6.723289
77.334328,9.14705
76.444458,97.688942
24.892474,90.245516
60.309707,81.543736
31.262124,63.608096
64.637672,78.661069
13.904421,91.564274
48.372992,83.834067
57.561834,56.204722
39.540519,97.106934
22.376927,27.009358
80.935088,18.650814
18.484795,72.779569
20.67068,5.525262
77.252266,76.439762
0.217451,31.193381
33.906683,62.700475
28.60521,73.291357
91.357735,97.767206
67.354603,77.33118
17.794885,5.891546
7.995586,4.353652
76.158196,8.039105
53.127404,27.862642
26.279173,13.474735
36.224608,69.487798
49.325968,54.23959
97.689628,47.706746
55.509869,19.74583
84.596445,78.932334
53.131138,50.168241
68.800724,57.228988
85.325916,7.684278
80.072657,77.933778
0.696007,59.491046
